# corpus-wide term-usage Pareto over all 32 class corpora (14M text)
# generated by scripts/term-pareto.sh products/*/*/

RANK  COUNT    CUM%    TERM
1074  23       97.0    verifier
1075  23       97.0    variant function
1076  23       97.0    tabulate
1077  23       97.0    standard form
1078  23       97.0    select-from-where
1079  23       97.0    repl
1080  23       97.0    primitive operation
1081  23       97.0    predicate calculus
1082  23       97.0    points-to analysis
1083  23       97.0    nested-loop semantics
1084  23       97.0    lambek calculus
1085  23       97.1    iterative algorithm
1086  23       97.1    interprocedural analysis
1087  23       97.1    heap modeling
1088  23       97.1    hashset
1089  23       97.1    getelementptr
1090  23       97.1    equivalence relation
1091  23       97.1    divide and conquer
1092  23       97.1    descriptor table
1093  23       97.1    def-use chain
1094  23       97.1    cut rule
1095  23       97.1    currying
1096  23       97.1    base class
1097  22       97.1    y combinator
1098  22       97.1    user story
1099  22       97.1    unrepeatable read
1100  22       97.1    unix i/o
1101  22       97.1    terminal symbol
1102  22       97.2    symbolic virtual machine
1103  22       97.2    stack pointer
1104  22       97.2    search space
1105  22       97.2    proofs as programs
1106  22       97.2    partial redundancy
1107  22       97.2    observer
1108  22       97.2    number system
1109  22       97.2    nested quantifiers
1110  22       97.2    multiprocessing
1111  22       97.2    induction rule
1112  22       97.2    higher-order abstract syntax
1113  22       97.2    hasnext
1114  22       97.2    hash join
1115  22       97.2    explicit free list
1116  22       97.2    existential quantifier
1117  22       97.2    determinism
1118  22       97.2    descending chain
1119  22       97.2    coupling
1120  22       97.3    complete lattice
1121  22       97.3    celf
1122  22       97.3    bounds checking
1123  22       97.3    binary relation
1124  21       97.3    thread-safe
1125  21       97.3    syntax error
1126  21       97.3    std::shared_ptr
1127  21       97.3    small-step semantics
1128  21       97.3    refactoring
1129  21       97.3    record type
1130  21       97.3    propositional variable
1131  21       97.3    paradigm
1132  21       97.3    most general type
1133  21       97.3    mixed interpretation
1134  21       97.3    loop parallelization
1135  21       97.3    graph coloring
1136  21       97.3    formal language
1137  21       97.3    equality with uninterpreted functions
1138  21       97.4    elimination form
1139  21       97.4    elaboration
1140  21       97.4    differential game refinement
1141  21       97.4    def-use chains
1142  21       97.4    data abstraction
1143  21       97.4    convergence rule
1144  21       97.4    conditional constant propagation
1145  21       97.4    closed expression
1146  21       97.4    builder
1147  21       97.4    buffering
1148  21       97.4    branch coverage
1149  21       97.4    backus-naur form
1150  21       97.4    auto
1151  20       97.4    λ-abstraction
1152  20       97.4    walkthrough
1153  20       97.4    value numbering
1154  20       97.4    valid bit
1155  20       97.4    unwinding
1156  20       97.5    universal quantifier
1157  20       97.5    subset construction
1158  20       97.5    static method
1159  20       97.5    signal handler
1160  20       97.5    segmentation fault
1161  20       97.5    security development lifecycle
1162  20       97.5    satisfying assignment
1163  20       97.5    runtime analysis
1164  20       97.5    proof by deduction
1165  20       97.5    product rule
1166  20       97.5    peephole optimization
1167  20       97.5    overcounting
1168  20       97.5    ordered antecedents
1169  20       97.5    np-hard
1170  20       97.5    metacircular interpreter
1171  20       97.5    logical operator
1172  20       97.5    logical equivalence
1173  20       97.5    local expansion
1174  20       97.5    liveness analysis
1175  20       97.5    linearity of expectation
1176  20       97.6    law of total probability
1177  20       97.6    inductive data type
1178  20       97.6    generics
1179  20       97.6    discrete dynamics
1180  20       97.6    design-by-invariant
1181  20       97.6    dependency graph
1182  20       97.6    data dependency
1183  20       97.6    caller-saved
1184  20       97.6    binder
1185  20       97.6    axiomatics
1186  20       97.6    assignment operator
1187  20       97.6    assembler
1188  20       97.6    anonymous function
1189  19       97.6    unwind
1190  19       97.6    typing judgment
1191  19       97.6    type annotation
1192  19       97.6    tautology
1193  19       97.6    tail bound
1194  19       97.6    suspension
1195  19       97.7    substitution principle
1196  19       97.7    strength reduction
1197  19       97.7    std::unique_ptr
1198  19       97.7    static typing
1199  19       97.7    sockets interface
1200  19       97.7    rule of inference
1201  19       97.7    recurrence relation
1202  19       97.7    output parameter
1203  19       97.7    mutable state
1204  19       97.7    modelplex
1205  19       97.7    internal fragmentation
1206  19       97.7    continuous random variable
1207  19       97.7    attack surface
1208  19       97.7    alternative conjunction
1209  18       97.7    type rules
1210  18       97.7    traceability
1211  18       97.7    test coverage
1212  18       97.7    superscalar
1213  18       97.7    substructural type system
1214  18       97.7    string literal
1215  18       97.7    standard i/o
1216  18       97.8    ssa form
1217  18       97.8    sigprocmask
1218  18       97.8    set!
1219  18       97.8    right focus
1220  18       97.8    replacement policy
1221  18       97.8    register file
1222  18       97.8    quadratic probing
1223  18       97.8    propositional formula
1224  18       97.8    monad
1225  18       97.8    logical operators
1226  18       97.8    local completeness
1227  18       97.8    intervals
1228  18       97.8    inflationary semantics
1229  18       97.8    i.i.d.
1230  18       97.8    for-each semantics
1231  18       97.8    exclusive or
1232  18       97.8    escape analysis
1233  18       97.8    eq?
1234  18       97.8    data-precedence graph
1235  18       97.8    data-flow analysis
1236  18       97.8    cut theorem
1237  18       97.8    cumulative sum
1238  18       97.9    c standard library
1239  18       97.9    church numeral
1240  18       97.9    call graph
1241  18       97.9    biconditional
1242  18       97.9    backward reasoning
1243  18       97.9    back end
1244  18       97.9    addressing mode
1245  17       97.9    working set
1246  17       97.9    while program
1247  17       97.9    while3addr
1248  17       97.9    variable declaration
1249  17       97.9    valuation
1250  17       97.9    type abstraction
1251  17       97.9    towers of hanoi
1252  17       97.9    the inverse method
1253  17       97.9    std::string
1254  17       97.9    rsa encryption
1255  17       97.9    representation independence
1256  17       97.9    relocation
1257  17       97.9    @present
1258  17       97.9    plaintext
1259  17       97.9    persistence
1260  17       98.0    pass-by-reference
1261  17       98.0    parallel copy
1262  17       98.0    overriding
1263  17       98.0    option type
1264  17       98.0    opaque ascription
1265  17       98.0    monitoring
1266  17       98.0    minimal ssa
1267  17       98.0    membership
1268  17       98.0    little-endian
1269  17       98.0    left recursion
1270  17       98.0    kripke structure
1271  17       98.0    interprocedural cfg
1272  17       98.0    horn clauses
1273  17       98.0    front end
1274  17       98.0    feedback-directed optimization
1275  17       98.0    elementdata
1276  17       98.0    distributed computing
1277  17       98.0    data model
1278  17       98.0    critical path
1279  17       98.0    confidence interval
1280  17       98.0    code coverage
1281  17       98.0    byte ordering
1282  17       98.0    by-need
1283  17       98.1    block offset
1284  17       98.1    average memory access time
1285  17       98.1    association list
1286  16       98.1    universal closure
1287  16       98.1    unique implication point
1288  16       98.1    unicode
1289  16       98.1    trap
1290  16       98.1    topological sort
1291  16       98.1    theory solver
1292  16       98.1    theory of arrays
1293  16       98.1    supervised
1294  16       98.1    structural operational semantics
1295  16       98.1    statement coverage
1296  16       98.1    separate chaining
1297  16       98.1    semi-lattice
1298  16       98.1    self join
1299  16       98.1    scrum
1300  16       98.1    rounding
1301  16       98.1    recursor
1302  16       98.1    partial method compilation
1303  16       98.1    integer division
1304  16       98.1    inlining
1305  16       98.1    http response
1306  16       98.1    first-order theory
1307  16       98.2    evaluation semantics
1308  16       98.2    evaluation dynamics
1309  16       98.2    default constructor
1310  16       98.2    decision tree
1311  16       98.2    cut set
1312  16       98.2    computer-aided reasoning
1313  16       98.2    code tracing
1314  16       98.2    cartesian product
1315  16       98.2    atomicity
1316  15       98.2    tree traversal
1317  15       98.2    tmin
1318  15       98.2    theory combination
1319  15       98.2    test function
1320  15       98.2    structural recursion
1321  15       98.2    solid-state disk
1322  15       98.2    selectivity factor
1323  15       98.2    safety property
1324  15       98.2    program synthesis
1325  15       98.2    product type
1326  15       98.2    peg
1327  15       98.2    path coverage
1328  15       98.2    page fault handler
1329  15       98.2    monte carlo method
1330  15       98.2    merge join
1331  15       98.2    hazard
1332  15       98.3    greatest common divisor
1333  15       98.3    forward chaining
1334  15       98.3    fast exponentiation
1335  15       98.3    entailment
1336  15       98.3    dynamic symbolic execution
1337  15       98.3    dynamic scope
1338  15       98.3    double free
1339  15       98.3    dependence testing
1340  15       98.3    concurrent programming
1341  15       98.3    capture-avoiding substitution
1342  15       98.3    bnf
1343  15       98.3    alarm
1344  15       98.3    adaptive
1345  15       98.3    abstract assembly
1346  14       98.3    volatile
1347  14       98.3    uniform substitution lemma
1348  14       98.3    total function
1349  14       98.3    taint analysis
1350  14       98.3    tail-call optimization
1351  14       98.3    strongly connected component
1352  14       98.3    stars and bars
1353  14       98.3    standard annotation language
1354  14       98.3    simple path
1355  14       98.3    sign bit
1356  14       98.3    shared variable
1357  14       98.3    random testing
1358  14       98.3    presupposition
1359  14       98.4    parallel programming
1360  14       98.4    non-determinism
1361  14       98.4    loop transformations
1362  14       98.4    linter
1363  14       98.4    level of abstraction
1364  14       98.4    inject
1365  14       98.4    independence principle
1366  14       98.4    implicit free list
1367  14       98.4    function body
1368  14       98.4    factory function
1369  14       98.4    directed graph
1370  14       98.4    delta
1371  14       98.4    data representation
1372  14       98.4    counterexample-guided inductive synthesis
1373  14       98.4    concrete state
1374  14       98.4    concolic testing
1375  14       98.4    cache blocking
1376  13       98.4    wildcard
1377  13       98.4    udp
1378  13       98.4    type casting
1379  13       98.4    top-down parsing
1380  13       98.4    stuck state
1381  13       98.4    solution axiom
1382  13       98.4    schematic variable
1383  13       98.4    representation invariant
1384  13       98.4    pthreads
1385  13       98.4    probabilistic pointer analysis
1386  13       98.4    principal formula
1387  13       98.5    parameterized datatype
1388  13       98.5    ordered context
1389  13       98.5    negation normal form
1390  13       98.5    mutator
1391  13       98.5    multiplicative connectives
1392  13       98.5    maximal munch
1393  13       98.5    loop unrolling
1394  13       98.5    load factor
1395  13       98.5    lexing
1396  13       98.5    iterable
1397  13       98.5    information hiding
1398  13       98.5    hexadecimal
1399  13       98.5    fifo
1400  13       98.5    external fragmentation
1401  13       98.5    dynamic memory allocator
1402  13       98.5    double negation
1403  13       98.5    dl semantics
1404  13       98.5    differential-algebraic ghost
1405  13       98.5    cut-free sequent calculus
1406  13       98.5    c preprocessor
1407  13       98.5    continuous integration
1408  13       98.5    conditional move
1409  13       98.5    concrete domain
1410  13       98.5    co-natural numbers
1411  13       98.5    compound proposition
1412  13       98.5    compactness
1413  13       98.5    circular array
1414  13       98.5    church numerals
1415  13       98.5    chordal graph
1416  13       98.5    choice sequent
1417  13       98.6    cache hit
1418  13       98.6    adequacy
1419  13       98.6    action table
1420  12       98.6    wrapper function
1421  12       98.6    uniqueness of identity proofs
1422  12       98.6    stub
1423  12       98.6    structural dynamics
1424  12       98.6    separating axioms
1425  12       98.6    selection sort
1426  12       98.6    segregated free list
1427  12       98.6    reducible flow graph
1428  12       98.6    red-red violation
1429  12       98.6    redex
1430  12       98.6    raising an exception
1431  12       98.6    quality requirement
1432  12       98.6    quality goal
1433  12       98.6    predicate transformer
1434  12       98.6    pair programming
1435  12       98.6    optional<t>
1436  12       98.6    nullptr
1437  12       98.6    mixin
1438  12       98.6    loop variant
1439  12       98.6    list methods
1440  12       98.6    list method
1441  12       98.6    linear implication
1442  12       98.6    least upper bound
1443  12       98.6    iterative and incremental development
1444  12       98.6    instruction-level parallelism
1445  12       98.6    infinite recursion
1446  12       98.6    inductive invariant
1447  12       98.6    identity elimination
1448  12       98.6    ground truth
1449  12       98.7    getter
1450  12       98.7    fuzz testing
1451  12       98.7    functional correctness
1452  12       98.7    formal inspection
1453  12       98.7    field access
1454  12       98.7    exit status
1455  12       98.7    evaluation context
1456  12       98.7    endianness
1457  12       98.7    e-graph
1458  12       98.7    domain restriction
1459  12       98.7    discrete random variable
1460  12       98.7    differential hybrid game
1461  12       98.7    derivation tree
1462  12       98.7    defect density
1463  12       98.7    contiguous memory
1464  12       98.7    consistency & determinacy
1465  12       98.7    concolic execution
1466  12       98.7    certification
1467  12       98.7    byte code
1468  12       98.7    axiomatic separation
1469  12       98.7    angel and demon
1470  11       98.7    α-conversion
1471  11       98.7    without loss of generality
1472  11       98.7    variable binding
1473  11       98.7    total language
1474  11       98.7    tmax
1475  11       98.7    thread pool
1476  11       98.7    swap space
1477  11       98.7    sum type
1478  11       98.7    standard deviation
1479  11       98.7    shadowing
1480  11       98.7    sequential consistency
1481  11       98.7    reaping
1482  11       98.8    println statement
1483  11       98.8    plant monitor
1484  11       98.8    observational equality
1485  11       98.8    network programming
1486  11       98.8    network byte order
1487  11       98.8    nested depth-first search
1488  11       98.8    mutation testing
1489  11       98.8    mutable store
1490  11       98.8    microservices
1491  11       98.8    logical trinity
1492  11       98.8    logical query plan
1493  11       98.8    irregular language
1494  11       98.8    in-order traversal
1495  11       98.8    idiom
1496  11       98.8    header file
1497  11       98.8    function composition
1498  11       98.8    forward sequent calculus
1499  11       98.8    flow sensitivity
1500  11       98.8    fault tolerance
1501  11       98.8    execution tree
1502  11       98.8    evaluation strategy
1503  11       98.8    evaluation relation
1504  11       98.8    design intent
1505  11       98.8    derived axiom
1506  11       98.8    definability
1507  11       98.8    copy-on-write
1508  11       98.8    confluence
1509  11       98.8    church encoding
1510  11       98.8    caesar cipher
1511  11       98.8    cache organization
1512  11       98.8    big-endian
1513  11       98.8    backlog
1514  11       98.8    assignment axiom
1515  11       98.8    accessor
1516  10       98.8    β-equivalence
1517  10       98.8    virtual function
1518  10       98.9    value semantics
1519  10       98.9    tuple type
1520  10       98.9    transitive closure
1521  10       98.9    struct sockaddr
1522  10       98.9    string concatenation
1523  10       98.9    static checking
1524  10       98.9    stable sequent
1525  10       98.9    sprint
1526  10       98.9    solver-aided domain-specific language
1527  10       98.9    sill
1528  10       98.9    set difference
1529  10       98.9    reuse vector
1530  10       98.9    path condition
1531  10       98.9    overapproximation
1532  10       98.9    multiple recursive calls
1533  10       98.9    multidimensional
1534  10       98.9    modulus
1535  10       98.9    memory protection
1536  10       98.9    memoization
1537  10       98.9    maximum fixed point
1538  10       98.9    logical relations
1539  10       98.9    logical equality
1540  10       98.9    lifting
1541  10       98.9    left-deep
1542  10       98.9    least privilege
1543  10       98.9    infinitary
1544  10       98.9    gcd test
1545  10       98.9    extensionality
1546  10       98.9    expression evaluation
1547  10       98.9    event-triggered control
1548  10       98.9    effective false positive
1549  10       98.9    dynamic memory allocation
1550  10       98.9    duality operator
1551  10       98.9    division theorem
1552  10       98.9    direct-mapped cache
1553  10       98.9    diamond modality
1554  10       98.9    deductive synthesis
1555  10       98.9    dangling pointer
1556  10       99.0    correlation
1557  10       99.0    connected graph
1558  10       99.0    compositionality
1559  10       99.0    compareto
1560  10       99.0    coincidence lemma
1561  10       99.0    choose, explore, un-choose
1562  10       99.0    channel names
1563  10       99.0    breadth-first search
1564  10       99.0    binding and scope
1565  10       99.0    amortized complexity
1566  9        99.0    φ-function
1567  9        99.0    worst-case complexity
1568  9        99.0    very busy expressions
1569  9        99.0    value restriction
1570  9        99.0    value-driven testing
1571  9        99.0    type preservation
1572  9        99.0    transparent ascription
1573  9        99.0    stack smashing
1574  9        99.0    stack overflow
1575  9        99.0    splitting live ranges
1576  9        99.0    sieve of eratosthenes
1577  9        99.0    shallow copy
1578  9        99.0    schema of primitive recursion
1579  9        99.0    scaffolding
1580  9        99.0    root cause analysis
1581  9        99.0    relational operators
1582  9        99.0    relational operator
1583  9        99.0    re-entrant lock
1584  9        99.0    proof by calculation
1585  9        99.0    production rule
1586  9        99.0    placement policy
1587  9        99.0    partially ordered set
1588  9        99.0    operator precedence
1589  9        99.0    notational definition
1590  9        99.0    nonlocal jumps
1591  9        99.0    lru
1592  9        99.0    logical control flow
1593  9        99.0    linear integer
1594  9        99.0    leftmost derivation
1595  9        99.0    laziness
1596  9        99.0    intuitionism
1597  9        99.0    inner class
1598  9        99.1    inductive synthesis
1599  9        99.1    if-else statement
1600  9        99.1    ieee 754
1601  9        99.1    helper method
1602  9        99.1    fully associative
1603  9        99.1    file input
1604  9        99.1    distributivity
1605  9        99.1    delayed theory combination
1606  9        99.1    definition-use and use-definition chains
1607  9        99.1    decreasekey
1608  9        99.1    decorator
1609  9        99.1    data member
1610  9        99.1    cost dynamics
1611  9        99.1    continuity correction
1612  9        99.1    congruence rule
1613  9        99.1    concretization function
1614  9        99.1    computer network
1615  9        99.1    complementary counting
1616  9        99.1    compiler phases
1617  9        99.1    chernoff bound
1618  9        99.1    capture/recapture
1619  9        99.1    cache-friendly code
1620  9        99.1    arithmetic overflow
1621  9        99.1    architectural style
1622  9        99.1    anticipated expressions
1623  9        99.1    anticipated expression
1624  9        99.1    ambiguous grammar
1625  9        99.1    aggregation
1626  8        99.1    ω-strategic semantics
1627  8        99.1    vectorization
1628  8        99.1    unit propagation
1629  8        99.1    union type
1630  8        99.1    umax
1631  8        99.1    type soundness
1632  8        99.1    type cast
1633  8        99.1    truncation
1634  8        99.1    systems programming
1635  8        99.1    success continuation
1636  8        99.1    subsumption
1637  8        99.1    string method
1638  8        99.1    static_cast
1639  8        99.1    sound approximation
1640  8        99.1    simple cycle
1641  8        99.1    sign and magnitude
1642  8        99.1    set semantics
1643  8        99.2    requirements engineering
1644  8        99.2    proof by contrapositive
1645  8        99.2    pre-order traversal
1646  8        99.2    planning poker
1647  8        99.2    physical operator
1648  8        99.2    partial dead code elimination
1649  8        99.2    page hit
1650  8        99.2    optimizing compiler
1651  8        99.2    move semantics
1652  8        99.2    main method
1653  8        99.2    live-in
1654  8        99.2    list segment
1655  8        99.2    linear type system
1656  8        99.2    law of the excluded middle
1657  8        99.2    k machine
1658  8        99.2    inter-process communication
1659  8        99.2    internal linkage
1660  8        99.2    induction rule for loops
1661  8        99.2    independence of random variables
1662  8        99.2    indentation
1663  8        99.2    happens-before relation
1664  8        99.2    global soundness
1665  8        99.2    general recursion
1666  8        99.2    formal verification
1667  8        99.2    execution trace
1668  8        99.2    eintr
1669  8        99.2    duplicate elimination
1670  8        99.2    diagonalization
1671  8        99.2    dependence graph
1672  8        99.2    defense in depth
1673  8        99.2    dead end
1674  8        99.2    data invariant
1675  8        99.2    dafny
1676  8        99.2    continuous program
1677  8        99.2    consistent locking
1678  8        99.2    concurrency testing
1679  8        99.2    complete tree
1680  8        99.2    codomain
1681  8        99.2    code injection attack
1682  8        99.2    class variable
1683  8        99.2    cisc
1684  8        99.2    checker framework
1685  8        99.2    box modality
1686  8        99.2    best-case complexity
1687  8        99.2    attribute-level constraint
1688  8        99.2    arithmetic operators
1689  8        99.2    almostequal
1690  7        99.2    vector clock
1691  7        99.2    value constructor
1692  7        99.3    vacuous truth
1693  7        99.3    used expressions
1694  7        99.3    untyped lambda calculus
1695  7        99.3    unsigned integer
1696  7        99.3    union-find
1697  7        99.3    undecidability
1698  7        99.3    uncomputable
1699  7        99.3    type introduction
1700  7        99.3    type hierarchy
1701  7        99.3    test game
1702  7        99.3    structural properties
1703  7        99.3    static symbolic execution
1704  7        99.3    stack machine code
1705  7        99.3    stack canary
1706  7        99.3    simply typed lambda calculus
1707  7        99.3    simple operation
1708  7        99.3    sign extension
1709  7        99.3    self-interpreter
1710  7        99.3    scripting language
1711  7        99.3    scanner generator
1712  7        99.3    sample mean
1713  7        99.3    rule of consequence
1714  7        99.3    resource analysis
1715  7        99.3    relocatable
1716  7        99.3    reference counting
1717  7        99.3    propositional dynamic logic
1718  7        99.3    programmatic test
1719  7        99.3    profile-guided optimization
1720  7        99.3    process calculus
1721  7        99.3    predictive parser
1722  7        99.3    port number
1723  7        99.3    parallel composition
1724  7        99.3    nullpointerexception
1725  7        99.3    naive bayes
1726  7        99.3    mutually exclusive events
1727  7        99.3    mutable cell
1728  7        99.3    multi-dynamical system
1729  7        99.3    maximum cardinality search
1730  7        99.3    lowering
1731  7        99.3    loop-invariant computation
1732  7        99.3    live-range splitting
1733  7        99.3    list interface
1734  7        99.3    list comprehension
1735  7        99.3    lazy concretization
1736  7        99.3    integration testing
1737  7        99.3    initial sequent
1738  7        99.3    greatest lower bound
1739  7        99.3    filibuster game
1740  7        99.3    fflush
1741  7        99.3    external linkage
1742  7        99.3    exponential time
1743  7        99.3    enumerative search
1744  7        99.3    dependent types
1745  7        99.3    default assumptions
1746  7        99.3    cyclomatic complexity
1747  7        99.4    current file position
1748  7        99.4    cpe
1749  7        99.4    covariance matrix
1750  7        99.4    concurrent processes
1751  7        99.4    concentration inequality
1752  7        99.4    code shape
1753  7        99.4    chain rule
1754  7        99.4    canonical forms lemma
1755  7        99.4    callee-saved registers
1756  7        99.4    call-by-reference
1757  7        99.4    call-by-need
1758  7        99.4    bug pattern
1759  7        99.4    brute force algorithm
1760  7        99.4    branch prediction
1761  7        99.4    bitmask
1762  7        99.4    binomial coefficient
1763  7        99.4    atomic memory operations
1764  7        99.4    adjacency list
1765  7        99.4    address-of
1766  7        99.4    acid
1767  6        99.4    β-normal form
1768  6        99.4    weak typing
1769  6        99.4    verification condition generation
1770  6        99.4    variant expression
1771  6        99.4    union bound
1772  6        99.4    uncurry
1773  6        99.4    type reconstruction
1774  6        99.4    type narrowing
1775  6        99.4    type conversion
1776  6        99.4    turing-complete
1777  6        99.4    turing complete
1778  6        99.4    time-triggered control
1779  6        99.4    theory of equality with uninterpreted functions
1780  6        99.4    system testing
1781  6        99.4    syntax-guided synthesis
1782  6        99.4    substructure
1783  6        99.4    std::weak_ptr
1784  6        99.4    special form
1785  6        99.4    software testing
1786  6        99.4    sockets api
1787  6        99.4    small-step operational semantics
1788  6        99.4    signed integer
1789  6        99.4    shift modalities
1790  6        99.4    sequential cutoff
1791  6        99.4    sequential access
1792  6        99.4    sequence rule
1793  6        99.4    sentinel loop
1794  6        99.4    sanitizer
1795  6        99.4    reference diagram
1796  6        99.4    quality gate
1797  6        99.4    program contract
1798  6        99.4    profiler
1799  6        99.4    process configuration
1800  6        99.4    prefast
1801  6        99.4    points-to set
1802  6        99.4    persistent message
1803  6        99.4    pareto principle
1804  6        99.4    operand types
1805  6        99.4    one-way function
1806  6        99.4    numerical encoding
1807  6        99.4    nontermination
1808  6        99.5    non-contiguous memory
1809  6        99.5    mutation xor aliasing
1810  6        99.5    monotonicity rule
1811  6        99.5    mix rules
1812  6        99.5    message buffer
1813  6        99.5    memory mapping
1814  6        99.5    memory addressing mode
1815  6        99.5    lock granularity
1816  6        99.5    live variable analysis
1817  6        99.5    liveness property
1818  6        99.5    livelock
1819  6        99.5    lexical scope
1820  6        99.5    java modeling language
1821  6        99.5    invertible rule
1822  6        99.5    indicator random variable
1823  6        99.5    imperative specification
1824  6        99.5    greedy coloring
1825  6        99.5    fundamental theorem
1826  6        99.5    functions as values
1827  6        99.5    fractals
1828  6        99.5    fpc
1829  6        99.5    finite state automaton
1830  6        99.5    finite geometric series
1831  6        99.5    event loop
1832  6        99.5    entity-relationship diagram
1833  6        99.5    end-to-end test
1834  6        99.5    double-negation
1835  6        99.5    disassembler
1836  6        99.5    dfa minimization
1837  6        99.5    defect tracking
1838  6        99.5    context sensitivity
1839  6        99.5    class constant
1840  6        99.5    canonicity
1841  6        99.5    caller-saved registers
1842  6        99.5    bitwise operators
1843  6        99.5    bitwise and
1844  6        99.5    big-o notation
1845  6        99.5    average/expected complexity
1846  6        99.5    analogous analyses
1847  5        99.5    xmm registers
1848  5        99.5    worklist of contexts
1849  5        99.5    weighted graph
1850  5        99.5    verificationist point of view
1851  5        99.5    variable capture
1852  5        99.5    value binding
1853  5        99.5    unit type
1854  5        99.5    uniformity assumption
1855  5        99.5    type parameter
1856  5        99.5    true concurrency
1857  5        99.5    threat modeling
1858  5        99.5    thread interleaving
1859  5        99.5    testing framework
1860  5        99.5    test harness
1861  5        99.5    test-driven development
1862  5        99.5    superoptimizer
1863  5        99.5    straight from the spec
1864  5        99.5    speculation
1865  5        99.5    software metric
1866  5        99.5    short-circuit evaluation
1867  5        99.5    set-associative
1868  5        99.5    robustness testing
1869  5        99.5    rice's theorem
1870  5        99.5    return-oriented programming
1871  5        99.5    relocation table
1872  5        99.5    rehashing
1873  5        99.5    regression testing
1874  5        99.5    referential integrity constraint
1875  5        99.5    recursive descent parsing
1876  5        99.5    randomized algorithm
1877  5        99.5    pure literal elimination
1878  5        99.6    pruned ssa
1879  5        99.6    proofs as processes
1880  5        99.6    progress graph
1881  5        99.6    program trace
1882  5        99.6    procedural programming
1883  5        99.6    procedural language
1884  5        99.6    procedural abstraction
1885  5        99.6    private address space
1886  5        99.6    powerset construction
1887  5        99.6    postponable expressions
1888  5        99.6    poisson distribution
1889  5        99.6    pebbling
1890  5        99.6    overfitting
1891  5        99.6    over-approximation
1892  5        99.6    occurs check
1893  5        99.6    object layout
1894  5        99.6    nullable type
1895  5        99.6    nondeterministic dynamic logic
1896  5        99.6    name resolution
1897  5        99.6    multinomial coefficient
1898  5        99.6    movz
1899  5        99.6    monotone function
1900  5        99.6    microarchitecture
1901  5        99.6    maintainability index
1902  5        99.6    l-value
1903  5        99.6    loop testing
1904  5        99.6    lexical class
1905  5        99.6    levels of abstraction
1906  5        99.6    let-polymorphism
1907  5        99.6    left shift
1908  5        99.6    layering
1909  5        99.6    intersection closure
1910  5        99.6    infeasible path
1911  5        99.6    independence assumption
1912  5        99.6    implicit parameter
1913  5        99.6    header guard
1914  5        99.6    halstead volume
1915  5        99.6    greedy algorithm
1916  5        99.6    global optimization
1917  5        99.6    finiteness property
1918  5        99.6    finite height
1919  5        99.6    exception table
1920  5        99.6    equivalence axiom
1921  5        99.6    equality propagation
1922  5        99.6    dynamic checking
1923  5        99.6    dynamically typed language
1924  5        99.6    dram cache
1925  5        99.6    double dispatch
1926  5        99.6    devops
1927  5        99.6    deoptimization
1928  5        99.6    denotation
1929  5        99.6    = default
1930  5        99.6    deductive verification
1931  5        99.6    declarative specification
1932  5        99.6    decision heuristic
1933  5        99.6    correctness theorem
1934  5        99.6    conditional rule
1935  5        99.6    conditional independence
1936  5        99.6    compiler pass
1937  5        99.6    class attribute
1938  5        99.6    cache parameters
1939  5        99.6    boolean satisfiability
1940  5        99.6    boolean logic
1941  5        99.6    black hole
1942  5        99.6    bag semantics
1943  5        99.6    bad interleaving
1944  5        99.6    axiom of convergence
1945  5        99.6    autocommit
1946  5        99.6    atomicity violation
1947  5        99.6    angelic execution
1948  5        99.6    affine logic
1949  5        99.6    adjacency matrix
1950  5        99.6    abstraction barrier
1951  5        99.6    abstract binding tree
1952  4        99.6    well-founded induction
1953  4        99.6    vm_area_struct
1954  4        99.6    viable prefix
1955  4        99.6    variable scope
1956  4        99.7    unnesting
1957  4        99.7    under-approximation
1958  4        99.7    typing context
1959  4        99.7    type application
1960  4        99.7    tuple-level constraint
1961  4        99.7    trigonometry
1962  4        99.7    theta-join
1963  4        99.7    termination metric
1964  4        99.7    technical debt
1965  4        99.7    tag field
1966  4        99.7    syntactic types
1967  4        99.7    superkey
1968  4        99.7    structural congruence
1969  4        99.7    strace
1970  4        99.7    stochastic search
1971  4        99.7    static library
1972  4        99.7    standardization
1973  4        99.7    special methods
1974  4        99.7    software process
1975  4        99.7    simplicial vertex
1976  4        99.7    sequential execution
1977  4        99.7    security properties
1978  4        99.7    schema of iteration
1979  4        99.7    runtime stack
1980  4        99.7    rule inversion
1981  4        99.7    reverse postorder
1982  4        99.7    restricted sequent calculus
1983  4        99.7    requirements elicitation
1984  4        99.7    relevant type system
1985  4        99.7    reasoning over code
1986  4        99.7    read-over-write axioms
1987  4        99.7    rational unified process
1988  4        99.7    proper returns
1989  4        99.7    proof tree
1990  4        99.7    principle of locality
1991  4        99.7    prefix sum
1992  4        99.7    prefetch predicate
1993  4        99.7    precedence and associativity
1994  4        99.7    power set
1995  4        99.7    post-order traversal
1996  4        99.7    pointer-chasing
1997  4        99.7    path sensitivity
1998  4        99.7    partial application
1999  4        99.7    operator overloading
2000  4        99.7    open addressing
2001  4        99.7    normal distribution
2002  4        99.7    nonexhaustive match
2003  4        99.7    multi-step evaluation
2004  4        99.7    multiplicative conjunction
2005  4        99.7    multi-level page table
2006  4        99.7    miracle of soundness
2007  4        99.7    minterm
2008  4        99.7    message passing
2009  4        99.7    meet semilattice
2010  4        99.7    maxsat
